Utterance,Emotion,label
Where does that leave me?,sadness,0
"There's Mother's Day, there's Father's Day, there's no... Lesbian Lover Day.",sadness,0
Where does that leave me?,sadness,0
This is so great.,joy,1
"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one.",sadness,0
And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most.,joy,1
And it's not even born yet.,sadness,0
"It's just, it's just the luckiest baby in the whole world.",joy,1
"I'm sorry, you were fighting.",sadness,0
"I'm doing just fine! God, Tiffany, you smell so great!",joy,1
"Oh, it’s already closed, Chris gave me the keys to lock up-what is wrong?",sadness,0
"My marriage, I think my marriage is um, is kinda over.",sadness,0
"‘Cause Carol’s a lesbian.  And, and I’m not one. And apparently it’s not a mix and match situation.",sadness,0
"I mean shoulda seen it, I mean Carol and I’d be out and she’d, she’d see some beautiful woman, and, and she’d be Ross y'know look at her, and I’d think, God, my wife is cool!",sadness,0
I’m sorry.,sadness,0
Seven years.,sadness,0
"I mean we’ve been together seven years, she’s the only woman who’s ever loved me, and the only woman I’ve-I’ve ever....",sadness,0
"Aw, God Ross. Oh.",sadness,0
"Look he knows he did a terrible thing and I believe him, he’s sorry.",sadness,0
"Look he knows he did a terrible thing and I believe him, he’s sorry.",sadness,0
"Okay, absolutely!",joy,1
"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",sadness,0
"Honey, wait. We only did it once. It didn't mean anything to me.",sadness,0
"Really, Rachel, I was thinking of you the whole time.",sadness,0
"Look, I'm sorry, all right.",sadness,0
I never meant for you to find out!,sadness,0
"Ok, Monica. I just have to know one thing. Did you go with her to",sadness,0
Why not?,sadness,0
Why not?,sadness,0
"Oh, this life! Oh okay no, Chandler's is worse.",sadness,0
"Oh, this life! Oh okay no, Chandler's is worse.",sadness,0
"Man, it must be so cool remembering stuff like that! I don't have any past life memories.",joy,1
"Oh no, I know! I know! It's the one where Joey got Monica's turkey stuck on his head!",joy,1
"Oh, let's not tell this story.",sadness,0
"Oh, let's not tell this story.",sadness,0
"Oh, come on!",sadness,0
"Oh, come on!",sadness,0
"Oh no, I know! I know! It's the one where Joey got Monica's turkey stuck on his head!",joy,1
Wendy bailed. I have no waitress.,sadness,0
Oh... that's too bad. Bye bye.,sadness,0
Done.,joy,1
"Don’t worry about me, I’m a robot! I’m just a machine!!",sadness,0
"Yeah, you’re great! Okay, let’s take it from",joy,1
"No, I mean I was really acting my ass off.",joy,1
"Yeah, I thought I was pretty good too.",joy,1
I can't believe that Ross is gone. It is just so sad.,sadness,0
We weren't but we had one class together. He was such a great    guy and he talked so passionately about science. I always remembered him.,sadness,0
I thought so many times about calling him and asking him out.    I guess I really missed my chance.,sadness,0
I thought so many times about calling him and asking him out.    I guess I really missed my chance.,sadness,0
But you didn't!,joy,1
I'm still alive!!,joy,1
"Kori, I know this is a big surprise for you.",joy,1
It's a long story but the things    you just said really made my day!,joy,1
"I mean, the fact that you are here means more    to me than if this room were filled with people!",joy,1
Did you hear that? Kori Weston had a crush on me!!,joy,1
What is wrong with Emma?,sadness,0
I feel stupid.,sadness,0
"Hello, baby. Hello, hello.",joy,1
"Okay. Oh wait, wait-wait, you’re not gonna come with me?",sadness,0
"We could, or we can have sex in it.",joy,1
"Well let me think about that, while I remove my pants!",joy,1
"Rach look, I really don’t think that’s such a great",sadness,0
"Okay, you go do it! I’ll come back to that set! I’ll meet more actors! I’ll meet ‘em all!",joy,1
I know. You're the guy who wouldn't chip in for the handyman.,sadness,0
Sure! That would be nice.,joy,1
Oh! My number is on there.  Give me a call.,joy,1
Okay!,joy,1
"Umm, yeah, actually, Susan’s gonna be home any minute, it’s kinda an anniversary.",joy,1
"Oh, oh, oh, I’ll get ‘Rainy Day Bear’!!",joy,1
"Because he’ll know what to do?  Oh my God, you’re a genius!",joy,1
"Oh, it’s just like a bloodbath in here today.",sadness,0
"Y’know sometimes the good ideas are just right in front of you, aren’t they?",joy,1
"Sure, I love this part!",joy,1
"Really? In the moment, I really wanted to kiss you too. In the moment.",joy,1
But only in the moment. So do ya wanna kiss again?,joy,1
"Joey, you don’t have to count down every time we kiss.",joy,1
"Uh, yeah, okay. Except I sorta felt like I needed a couple of seconds to get ready.",joy,1
"If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!",joy,1
"If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!",joy,1
Probably kill myself!,sadness,0
"Hey, if Little Joey's dead, then I got no reason to live!",sadness,0
"Hey, if Little Joey's dead, then I got no reason to live!",sadness,0
Well can you at least stay to the end of the play?,sadness,0
"I mean, I’ll go to the airport with ya, I-I wanna say good bye.",sadness,0
"Yeah, I guess it is.",sadness,0
"Listen, I ah, I gotta say good bye, and-and I gotta say it quick ‘cause this is killing me.",sadness,0
"One thing you gotta know, is that I will never forget you.",sadness,0
"But, you’ve got things you have to do now, and so do I.",sadness,0
"And so… I’m gonna get on this spaceship,  and I’m gonna go to Blargon 7 in search of alternative fuels.",sadness,0
"But when I return, 200 years from now, you’ll be long gone.",sadness,0
Well can you at least stay to the end of the play?,sadness,0
"I mean, I’ll go to the airport with ya, I-I wanna say good bye.",sadness,0
So this is it? Victor?,sadness,0
"Yeah, I guess it is.",sadness,0
"Listen, I ah, I gotta say good bye, and-and I gotta say it quick ‘cause this is killing me.",sadness,0
"One thing you gotta know, is that I will never forget you.",sadness,0
"But, you’ve got things you have to do now, and so do I.",sadness,0
"And so… I’m gonna get on this spaceship,  and I’m gonna go to Blargon 7 in search of alternative fuels.",sadness,0
"But when I return, 200 years from now, you’ll be long gone.",sadness,0
"So long, Vic!",sadness,0
Flight’s in an hour. I-I gotta go.,sadness,0
Hi Monica!,joy,1
Hey Mon!,joy,1
But then I realized where would a mouse or a opossum get the money to make the phone call.,joy,1
Hi Monica!,joy,1
Hey Mon!,joy,1
But then I realized where would a mouse or a opossum get the money to make the phone call.,joy,1
Hey Mon!,joy,1
Hey Mon!,joy,1
Hey Mon! Want some pancakes?,joy,1
Yep! Grab a plate.,joy,1
Yep! Grab a plate.,joy,1
Yep! Grab a plate.,joy,1
Oh yeah!,joy,1
"I will! But not tonight. For dinner music, I thought we could listen to that tape you made me.",joy,1
The Way You Look Tonight,joy,1
You are just the sweetest.,joy,1
Hey!,joy,1
Hey!,joy,1
"Ohh, Monica, I am so excited for you.",joy,1
"Ooh, actually I’ve been making a list of all the women I know who might be into doing this!",joy,1
"and then, we could’ve gone from the ceremony to the reception with you in the sidecar!",joy,1
It was really fun being married to you tonight.,joy,1
"Yeah! And! And, it was the easiest 400 bucks I’ve ever made.",joy,1
"Okay Ross, can I uh, can I ask you something?",sadness,0
"I know, I know it was stupid.",sadness,0
"With the, with the lilies, and-and the song, and the stars!",joy,1
It was…really wonderful!,joy,1
"Well actually, I-I didn’t eat mine. It’s still in the bathroom.",joy,1
"Well actually, I-I didn’t eat mine. It’s still in the bathroom.",joy,1
And that’s I’m so glad… there’s no problem.,joy,1
Ohh! That’s great!,joy,1
No-ho-ho!,joy,1
"Kidding! God, I feel wild today!",joy,1
"Okay. Phoebe, I-I think Ross is right. What are we gonna do?",sadness,0
"Okay. Phoebe, I-I think Ross is right. What are we gonna do?",sadness,0
Hey!,joy,1
Hi! Hey!,joy,1
"Well, of course I do! My good friend Joey over here.",joy,1
"Well, of course I do! My good friend Joey over here.",joy,1
"Oh, I’m sorry. Thank you Chandler.",joy,1
"Oh, I’m sorry. Thank you Chandler.",joy,1
Hey!,joy,1
It-it would really help me out if you guys were here to make me look good.,sadness,0
I just found out that Elizabeth’s dad wants to meet me.,sadness,0
It-it would really help me out if you guys were here to make me look good.,sadness,0
I just found out that Elizabeth’s dad wants to meet me.,sadness,0
It-it would really help me out if you guys were here to make me look good.,sadness,0
It-it would really help me out if you guys were here to make me look good.,sadness,0
Of course we’ll help! Yeah! We’ll be here!,joy,1
Thanks!,joy,1
It-it would really help me out if you guys were here to make me look good.,sadness,0
Thanks!,joy,1
"Oh, hi! How are you doing?",joy,1
I'm okay. I gotta go down to the police station and look at mug shots.,sadness,0
"Ah, I-I never should have said what I said.",sadness,0
It just doesn't matter how I feel.,sadness,0
"I mean we work together, so nothing could really ever happen between us, and what I would love is just to go to work on Monday, and-and never talk about this again, okay?",sadness,0
"Oh, god, I knew it, that I freaked you out.",sadness,0
"No, you didn't. The only thing that freaked me out was you saying that nothing could ever happen between us.",sadness,0
"Yeah, so, please don't fire me for doing this.",sadness,0
I'm okay. I gotta go down to the police station and look at mug shots.,sadness,0
Y-You're going?,joy,1
Y-You're going?,joy,1
"Ah, I-I never should have said what I said.",sadness,0
It just doesn't matter how I feel.,sadness,0
"I mean we work together, so nothing could really ever happen between us, and what I would love is just to go to work on Monday, and-and never talk about this again, okay?",sadness,0
Pass it! Pass it!,joy,1
He's open!,joy,1
He's open!,joy,1
Shoot! Shoot! Shoot!,joy,1
I am so psyched I kept this chair for myself!,joy,1
Yeah! You can hook it up to your TV,joy,1
"Yes! Yes, I did.",sadness,0
Hi!,joy,1
"Hi.  Umm, I think there’s something that we really need to talk about.",joy,1
"I think we do. Why don’t we go inside?  Look uh, I know why you’re here.",sadness,0
"I mean look, that-that one night we had was fun and…and certainly passionate, but don’t you think it’s better if we just stayed friends?",sadness,0
"Okay, y’know what? Can I, can I talk now?",joy,1
I know!,joy,1
"Okay, you know, you know when your in bed, with a woman.",joy,1
"And, ah, you know, your fooling around with her.",joy,1
"And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....",joy,1
"With the belly-button ring? Oh, muhawa!",joy,1
"Oh what are you kidding? She’s gorgeous, it’s all Rachel.",joy,1
It’s…it’s complicated okay?,sadness,0
"Look, we’ve been together.",sadness,0
"And then apart, and then together, and then apart, and now we have a baby.",sadness,0
It’s just if-if we got together again and it didn’t work out…I could never do that to Emma.,sadness,0
I mean she-she thinking everything— Oh that’s…now me.,sadness,0
"Since Rachel and I we’re doing really, we’re doing really well right now.",sadness,0
God. I forgot how much I love driving. I have,joy,1
"I am not horsing around, okay? I am Porsching around.",joy,1
Hey honey! I missed you today!,joy,1
"Ok, trying to turn me on by making a mess?",joy,1
Know your audience!,joy,1
We really need to take those tests?,sadness,0
But I don't wanna do it in a cup!,sadness,0
"We got the grant. Three years, all expenses paid.",joy,1
You wanted to see me Professor Geller?,joy,1
Oo-oo!,joy,1
Pretty great! Except I did get a little attitude from the robot.,joy,1
"Joe! I’m glad I found ya, I got an audition for ya!",joy,1
I’m not crazy about babies. I’m crazy about us.,joy,1
We’re really good.,joy,1
"Come on, you saw the way he ran out of here!",sadness,0
He's gonna stick around and talk to the daughter he abandoned!,sadness,0
"Come on, you saw the way he ran out of here!",sadness,0
He's gonna stick around and talk to the daughter he abandoned!,sadness,0
"Come on, you saw the way he ran out of here!",sadness,0
He's gonna stick around and talk to the daughter he abandoned!,sadness,0
"Okay, in about ten seconds you’re gonna see him kiss me.",joy,1
"Okay, get ready to see some beggin’!",joy,1
Now I’m so happy.,joy,1
"Okay, in about ten seconds you’re gonna see him kiss me.",joy,1
"Okay, get ready to see some beggin’!",joy,1
"Okay, in about ten seconds you’re gonna see him kiss me.",joy,1
"Okay, get ready to see some beggin’!",joy,1
You used the Europe story!,joy,1
You used the Europe story!,joy,1
"Okay, in about ten seconds you’re gonna see him kiss me.",joy,1
"Okay, get ready to see some beggin’!",joy,1
"Okay, in about ten seconds you’re gonna see him kiss me.",joy,1
"Okay, get ready to see some beggin’!",joy,1
"Stop it, stop it! He talks slow but he might pee fast! Ok,    let's go!!",joy,1
"Phoebe, don’t get upset!",sadness,0
"Oh, I'm sorry, I'm really sorry.",sadness,0
Sorry.,sadness,0
Sorry!,sadness,0
I got my s's back!,joy,1
"Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye.",joy,1
"Oh God, I know I'm a pathetic loser.",sadness,0
Oh sure!  Noo!,joy,1
Oh sure!  Noo!,joy,1
How is she?,sadness,0
"I'm not gonna lie to you, Ross, it doesn't look good.",sadness,0
"I'm not gonna lie to you, Ross, it doesn't look good.",sadness,0
"I'm not gonna lie to you, Ross, it doesn't look good.",sadness,0
"Your hair looks too good, I think it would upset her. Ross, why don't you come on in.",sadness,0
How're you doing?,sadness,0
"Ross, you're being silly. I've tried it, it's no big deal. Just taste it.",joy,1
"Ross, you're being silly. I've tried it, it's no big deal. Just taste it.",joy,1
Cantaloupe juice.,joy,1
"Relax, it’s not like we’re forking.",joy,1
"Look at it! Ohhh! Wallpaper’s a little faded, that’s okay. Carpet’s a little loose. Hardwood floors!!",joy,1
Hey!,joy,1
Oh! Ooh! Oh Monica! It’s so beautiful.,joy,1
I know!!!,joy,1
"So, I’m here, ready to play.",joy,1
"I brought a bunch of stuff for the house, so check it out. Ha-ha.",joy,1
"That’s a dog, every house should have a dog.",joy,1
"Well, maybe it’s so big because the house was built on radioactive waste.",joy,1
Hey!,joy,1
Oh! Ooh! Oh Monica! It’s so beautiful.,joy,1
"Well, maybe it’s so big because the house was built on radioactive waste.",joy,1
I need to talk to you!,joy,1
I need to talk to you!,joy,1
Would you please go?,joy,1
Would you please go?,joy,1
"Hey, guys, guys, did you see my new, china cabinet?!",joy,1
"Watch, watch.",joy,1
"And, and!",joy,1
"Oh honey, but you love that name.",sadness,0
"Yeah, but I love you more.",joy,1
So I’m screwed.,joy,1
"Oh-oh, I'm a duck! I go, ""Quack, quack!"" I’m happy all the time!",joy,1
Nice try.,sadness,0
"Wait, wait, wait!",joy,1
I bet this will work!,joy,1
You are so great! I love you!,joy,1
You love me!,joy,1
Jenny! That is so Jenny!,joy,1
"Okay umm, the week after that?",joy,1
The week after that?,joy,1
"Oh well listen, anyway she’s directing the new Al Pacino movie. You gotta get me an audition!",joy,1
"Oh well listen, anyway she’s directing the new Al Pacino movie. You gotta get me an audition!",joy,1
"Oh, I was kinda hoping that was it.",sadness,0
"Oh, I was kinda hoping that was it.",sadness,0
"Yeah, I love you. Okay, bye!  Hi!",joy,1
"Yeah, I love you. Okay, bye!  Hi!",joy,1
Hi!,joy,1
But sadly I could not be enticed.,joy,1
I'm Monica. I'm disgusting. I stalk guys and keep their underpants.,sadness,0
But sadly I could not be enticed.,joy,1
I'm Monica. I'm disgusting. I stalk guys and keep their underpants.,sadness,0
"God, oh it’s just perfect!",joy,1
I bet it has a great story behind it too.,joy,1
"Yes! That I know, this is from White Plains.",joy,1
"White Plains. Oh, it sounds like such a magical place.",joy,1
“Good-bye Phoebe and Ursula. I’ll miss you. P.S. Your Mom lives in Montauk.” You just wrote this!,sadness,0
Noooo!!,sadness,0
But I,sadness,0
"Just let me finish, okay?",sadness,0
"I mean we’re not, we’re not gonna live together anymore?",sadness,0
No.,sadness,0
What? Oh my God! I’m gonna miss you so much!,sadness,0
I’m gonna miss you!,sadness,0
I mean it’s the end of an era!,sadness,0
I know!,sadness,0
"Uhh, yes I did but there isn't. Okay, here we go.",sadness,0
You can do it!,joy,1
You can do it!,joy,1
"Oh, Bob, he was nothing compared to you. I had to bite my lip to keep from screaming your name.",sadness,0
"Well, that makes me feel so good.",joy,1
"Well there really wasn't much time to get used to it, you know what I mean?",joy,1
"Yeah, most of the damage is pretty mostly contained in the bedrooms.",sadness,0
"Yeah, most of the damage is pretty mostly contained in the bedrooms.",sadness,0
"Oh, how bad is it?",sadness,0
"Oh, how bad is it?",sadness,0
"Oh, it’s bad. It’s really bad. The only thing in there that isn’t burned is an ass. Which I do",sadness,0
"Oh, it’s bad. It’s really bad. The only thing in there that isn’t burned is an ass. Which I do",sadness,0
Everything’s ruined. My bed. My clothes. Look at my favorite blue sweater.,sadness,0
Everything’s ruined. My bed. My clothes. Look at my favorite blue sweater.,sadness,0
"Wow! Oh-okay, look pal, I am",joy,1
"Wow! Oh-okay, look pal, I am",joy,1
"Well Phoebe, we gotta do something!",sadness,0
"Well, apparently not, and I can’t just stand by and watch two people I care about very much be hurt over something that is so silly.",sadness,0
"Two very good points, look I’ve known you both a long time, and I’ve never seen either of you one/millionth as happy as you’ve been since you’ve got together.",sadness,0
Do you really want to throw that all away over a room?,sadness,0
That is so silly.,joy,1
Good! A verbal contract is binding in the state of New York!,joy,1
"Well, apparently not, and I can’t just stand by and watch two people I care about very much be hurt over something that is so silly.",sadness,0
"Two very good points, look I’ve known you both a long time, and I’ve never seen either of you one/millionth as happy as you’ve been since you’ve got together.",sadness,0
Do you really want to throw that all away over a room?,sadness,0
That is so silly.,joy,1
Love is the best medicine.,joy,1
That’s laughter.,joy,1
Yeah!,joy,1
Yeah!,joy,1
Yeah!,joy,1
Hey!,joy,1
Hey-hey-hey!,joy,1
Yeah!,joy,1
Yeah!,joy,1
Yeah!,joy,1
Hey-hey-hey!,joy,1
We’re just celebrating that Joey got his health insurance back.,joy,1
"Yeah! Sure! Yep!  Oh, y'know what? If I heard a shot right now, I'd throw my body on you.",joy,1
Oh yeah? Well maybe you and I should take a walk through a bad neighborhood.,joy,1
Okay!,joy,1
Okay!,joy,1
"Wait! Wait! I wanna see this. After I divorce him, half of that kingdom is gonna be mine.",joy,1
"You had to do it, didn’t you? You couldn’t just leave it alone.",sadness,0
"You had to do it, didn’t you? You couldn’t just leave it alone.",sadness,0
"Okay, well can’t you just try it one more time Ross? For me? For me?",sadness,0
No! No Joey! U-N-I-sex.,joy,1
"no, um, I'm sorry, don't tell me, I don't think either answer would make me feel better.",sadness,0
I love you Phoebe.,joy,1
Hey!,joy,1
"Yeah, it did.",joy,1
"So, I guess this is over.",sadness,0
"Well, y'know, you and me, it had to end sometime.",sadness,0
"Because of the weekend, we had a fight.",sadness,0
You are so cute!,joy,1
No.,joy,1
You deal with it and move on!,joy,1
Really? Okay. Great!,joy,1
"Ohh, welcome to an adult relationship!",joy,1
Hi!,joy,1
Yeah!,joy,1
"Ohh, I'm gonna be on the news!",joy,1
"Oh God, I’m so sorry.",sadness,0
"Hey, you guys! Guess what?",joy,1
"Hey, you guys! Guess what?",joy,1
Hi!,joy,1
Oh down please.  I-I hate to be a ball buster can I just do it?,joy,1
Sure! I feel so bad for you. I broke my leg once too.,sadness,0
Let’s just say there was a typographical error with a sex manual.,joy,1
Car accident.,sadness,0
Oh yeah! I-I would like that.,joy,1
Let’s just say there was a typographical error with a sex manual.,joy,1
Oh yeah! I-I would like that.,joy,1
"No, but I want...I want the pinecones!",joy,1
Thank you for a delightful stay.,joy,1
"Oh, my maple candy!",joy,1
"Oh. God, crazy Chandler. He spun me...off...the...bed!",joy,1
Wow! Spinning that sounds like fun.,joy,1
"Oh,  I wish. No, you know he was just trying Ross's Hug and Roll thing.",joy,1
"Take it easy--if you want, there’s cookies on the counter, or, or--sangria!  I can make sangria!",joy,1
"Oh no, I-I’m sorry, I guess we lost track of everybody after high school.",sadness,0
The three losers.,sadness,0
"Oh, poor Lily.",sadness,0
"Ohh, y'know I-I heard about what happened, that must have been just terrible for you, losing your mother that way.",sadness,0
"Yeah, no, it was great.",joy,1
"Well, alright, we already tried feeding her, changing her,  burping her, oh try this one!",sadness,0
Oh  oh no just stopped to throw up a little bit.,sadness,0
"Oh come on, what am I gonna do, its been hours and it  won’t stop crying.",sadness,0
"Yeah I can!  And don’t think I don’t, because I do! I mean all the time, you betcha!",joy,1
We're here!,joy,1
We're here!,joy,1
"Guess what, I got an audition!",joy,1
"Awww, one of my students got an audition. I’m so proud.",joy,1
You bet! What’s the part?,joy,1
"Oh it’s great, it’s a role on",joy,1
"As I recall when we got married, I saw the groom in the wedding dress.",joy,1
"As I recall when we got married, I saw the groom in the wedding dress.",joy,1
Yeah baby!,joy,1
"Okay, y’know what, you were right, you were right.",sadness,0
"We really weren’t great at being guys, but you know why?",sadness,0
"Okay, y’know what, you were right, you were right.",sadness,0
"We really weren’t great at being guys, but you know why?",sadness,0
"Thank you, thanks.",joy,1
"Yeah, I lost it.",sadness,0
"Thank you, thanks.",joy,1
"Yeah, I lost it.",sadness,0
I played bad on purpose guys.,joy,1
"Thank you, thanks.",joy,1
"Yeah, I lost it.",sadness,0
I played bad on purpose guys.,joy,1
"Oh, come on! I don’t care! Come on! Whose is it?",joy,1
Oh that’s so exciting!,joy,1
Thanks Mon!,joy,1
"My best shoes, so good to me.",joy,1
I wear them everyday.,joy,1
"Down at the heel, holes in the toes.",joy,1
Don’t care what people say.,joy,1
"My feet’s best friends, pals to the end.",joy,1
With them I’m one hot chicky.,joy,1
I stepped in something icky.,joy,1
I stepped in something icky.,joy,1
"Sticky shoes, sticky shoes, always make me smile. Sticky shoes, sticky shoes, next time I’ll.... avoid the..... pillleeeee.",joy,1
"God, it’s gonna so weird like when I come home and you’re not here.",sadness,0
No more Joey and Chan’s.,sadness,0
No more J and C’s.,sadness,0
Yeah but we won’t be able to like get up in the middle of the night and have those long talks about our feelings and the future.,sadness,0
"God, it’s gonna so weird like when I come home and you’re not here.",sadness,0
No more Joey and Chan’s.,sadness,0
No more J and C’s.,sadness,0
All right! Let’s do it!,joy,1
All right! Let’s do it!,joy,1
Woo-hoo!!,joy,1
Woo-hoo!!,joy,1
"Yeah, cheerie-o!",joy,1
London baby!,joy,1
Hi!,joy,1
Hi!,joy,1
Hey!,joy,1
Y'know we'd have no interruptions and we could be naked the entire time.,joy,1
"Ohh, I've always wanted to go to this culinary fair that they have in Jersey!",joy,1
Hi!,joy,1
Hey!,joy,1
Y'know we'd have no interruptions and we could be naked the entire time.,joy,1
Hey!,joy,1
Hi!,joy,1
"Okay, look at this one. This is my favourite.",joy,1
"Oh, that is so sweet!",joy,1
I know! Phoebe is gonna love dressing them in these!,joy,1
Because she’s not gonna get to keep the babies.,sadness,0
Oh my God! We are throwing the most depressing baby shower ever!,sadness,0
"Unless, we give her all gifts she can use after she’s done being pregnant.",joy,1
"Oh, and somebody can get those leather pants she’s always wanted!",joy,1
"Oh, she’s gonna love that!",joy,1
"Oh, come on!",sadness,0
"Oh, come on!",sadness,0
"Ross, please, I found the magazines!",sadness,0
Uh-huh! Why do you think it takes me so long to answer the door?,joy,1
"I know, I lied! I didn’t want her to think I was a terrible mother! I can’t even see my own baby!",sadness,0
"Oh. Oh, it’s beautiful. I see it now.",joy,1
"Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?",joy,1
Sweetie that’s it.,joy,1
"That’s it? Well I saw that! Ohh-ohh-oh, thank you.",joy,1
"Yeah, that’s our baby.",joy,1
"We were playing Gin? Y'know if we were a couple, we could play this game naked.",joy,1
Will you stop!,joy,1
"Okay, all right, I think you’re great, I think you’re sweet, and you’re smart, and I love you.",joy,1
Hey!,joy,1
Hey!,joy,1
Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!,joy,1
"Hey, check me out, I’m a slut!",joy,1
"Because you’re still seeing him and uh, he’s a good guy.",sadness,0
"I mean, I remember a time when",sadness,0
"Yeah! Totally! Totally, and you?",joy,1
"Great! It’s so amazing! I mean, last time Dr. Roger came over, I was",joy,1
"Oh yeah! Yeah! Don’t worry about me, I’ll be fine!",sadness,0
"oh, oh, yeah, ok, thanks.",joy,1
I guess I was just so worried about having to...    come here and do... 'that'...,sadness,0
"And to go from that to this, I just… Plus, I’d have to wait on all my friends.",sadness,0
Thank you!  Enjoy your flight?,joy,1
"Yes, I did. Thank you very much, it was excellent.",joy,1
Thank you!  Enjoy your flight?,joy,1
"Ohh, it was the best!",joy,1
It's okay to laugh right?,joy,1
I can't believe you would say that!,sadness,0
Is he romantic with her?,joy,1
Are they in love?,joy,1
"Ohh, I know one thing!",joy,1
What?,joy,1
"Look, the truth is, I haven't felt this    way about anyone since Rachel, ok?",sadness,0
I didn't think I could ever love again.,sadness,0
Will the stable boy never get the princess??,sadness,0
"Look, the truth is, I haven't felt this    way about anyone since Rachel, ok?",sadness,0
I didn't think I could ever love again.,sadness,0
"It's like my favorite fairy tale come true!  The princess, the stable boy and the lesbian!",joy,1
"Look, the truth is, I haven't felt this    way about anyone since Rachel, ok?",sadness,0
I didn't think I could ever love again.,sadness,0
Come on! Joe!,joy,1
Come on! Joe!,joy,1
"And what’s cool is, the character is from Naples, right?",joy,1
My whole family’s from Naples!,joy,1
One hundred percent natural!,joy,1
"Joey, this is the awkward part.",joy,1
"Joey, this is the awkward part.",joy,1
One hundred percent natural!,joy,1
Okay!,joy,1
Okay!,joy,1
Okay!,joy,1
Whoa!  I kinda liked it.,joy,1
Whoa!  I kinda liked it.,joy,1
Y'know you guys were a lot more supportive when I wanted to make denim furniture.,joy,1
Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.,joy,1
You betcha!,joy,1
"All right, so are we not having dinner at all?",sadness,0
Why?,sadness,0
They published my paper.,joy,1
They published my paper.,joy,1
"Oh, really, let me see, let me see.",joy,1
"Oh, really, let me see, let me see.",joy,1
"Rach, look!  Oh, hi! Where is my strong Ross Skywalker to come rescue me.  There he is.",joy,1
"So, he’s just a nice guy. You really think this Mark doesn’t want anything in exchange for helping him?",joy,1
"Ah, I fooled around with Joey’s sister.  Well, that’s not the worst part.",sadness,0
I can’t remember which sister.,sadness,0
Woooo hoooo!!!,joy,1
"Ah, I fooled around with Joey’s sister.  Well, that’s not the worst part.",sadness,0
I can’t remember which sister.,sadness,0
"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",sadness,0
I like it.,joy,1
"Welcome everybody, welcome to Amazing Discoveries!",joy,1
"Oh, oh! It's on again!",joy,1
"Oh, oh! It's on again!",joy,1
Can we please turn this off?,sadness,0
Can we please turn this off?,sadness,0
"Noo way, Kevin.",joy,1
"Noo way, Kevin.",joy,1
You're flingin'-flangin' right I am!,joy,1
You're flingin'-flangin' right I am!,joy,1
I’m sorry your husband cheated on you.,sadness,0
I’m sorry your wife is gay. I guess women aren’t that great either.,sadness,0
Try telling my wife that.,sadness,0
I can't wait to be with you!,joy,1
Laundry. Huh. Is that my new nickname?,joy,1
"Awww, y'know what your nickname is, Mr. Big",joy,1
I can't wait to be with you!,joy,1
"Awww, y'know what your nickname is, Mr. Big",joy,1
I can’t believe I’m going to lose this job!,sadness,0
Oh I’m so sorry man! Is there anything I can do?,sadness,0
"See ya Phoebe! Oh and hey, thanks for chipping in!",joy,1
"This way I'm just y'know, the exotic, generous stranger.",joy,1
That's always fun to be.,joy,1
If anything I'm making you look better!,joy,1
They'll see you talking to me and that's--I'm a hit!,joy,1
"See ya Phoebe! Oh and hey, thanks for chipping in!",joy,1
"This way I'm just y'know, the exotic, generous stranger.",joy,1
That's always fun to be.,joy,1
If anything I'm making you look better!,joy,1
They'll see you talking to me and that's--I'm a hit!,joy,1
"This way I'm just y'know, the exotic, generous stranger.",joy,1
That's always fun to be.,joy,1
If anything I'm making you look better!,joy,1
They'll see you talking to me and that's--I'm a hit!,joy,1
"Oh hey, Pheebs!",joy,1
Hey!,joy,1
"Yeah, okay, my bad.",joy,1
Whaddya think? Today's the big day!,joy,1
Thank you!,joy,1
Thank you!,joy,1
"Hey Monica, it's Joey!",joy,1
"Hey Joey! Aww, you remembered even though you're a big star!",joy,1
"Everybody smile!  Okay, thanks a lot! Enjoy your stay at",joy,1
Hey!,joy,1
"Hey, why are you mopping your ceiling?",sadness,0
"Well I’m sorry, I thought you said it was okay.",sadness,0
"Well, maybe it won’t work out. Maybe Ross won’t like her personality.",sadness,0
"Oh no, Bonnie’s the best!",joy,1
Hey!,joy,1
"Excellent! Excellent! And uh, finally, are you into any weird stuff y’know, sexually?",joy,1
Well it’s very unsettling.,sadness,0
"Do you still have that, um, Navy uniform?",joy,1
"Nooo, I had to return it to the costume place.",sadness,0
I think I have an old band uniform from high school.,joy,1
"You remember not having sex in high school, right?",sadness,0
Yeah.,sadness,0
